,state,city,auth_lang,count
3658,,East Pittsburgh,True,3
3659,QC,"Chomedey, Laval",False,3
3660,CON,,,3
3661,AB,Medicine Hat,,3
3662,QC,Belœil,,3
3663,QC,Lacolle,,3
3664,QC,Pointe-aux-Trembles,,3
3665,,Catawba Springs,False,3
3666,,Saint-Lambert,True,3
3667,,Saint-Basile-le-Grand,,3
3668,QC,Henryville,False,3
3669,QC,St-Clet,False,3
3670,QC,Les Coteaux,False,3
3671,,Rocky View County,,3
3672,,Ste-Therese-de-Blainville,False,3
3673,,Godmanchester,False,3
3674,NC,Catawba Springs,,3
3675,,Les Coteaux,,3
3676,,Sainte-thérèse,,3
3677,AZ,GILBERT,True,3
3678,AL,Calgary,False,3
3679,NV,Clark,False,3
3680,QC,Old Port of Montreal,False,3
3681,,Old Port of Montreal,,3
3682,,Sainte-Anne-de-Bellevue,True,3
3683,WI,Sun Praiie,,3
3684,PA,East Pittsburgh,True,3
3685,QC,Sainte-Rose,,3
3686,AZ,Ahwatukee,True,3
3687,AL,,,3
3688,,Rocky View County,False,3
3689,CON,,False,3
3690,,Deux-Montagnes,False,3
3691,QC,Montreal-Est,False,3
3692,,Roxboro,False,3
3693,PA,Mt Lebanon,True,3
3694,ON,Sharon,,3
3695,,Bond Head,False,3
3696,NV,Summerlin South,,3
3697,,North Braddock,False,3
3698,,Northfield Center Township,,3
3699,QC,Ange-Gardien,False,3
3700,,Belœil,False,3
3701,OH,Township of Concord,False,3
3702,QC,Sainte-Rose,False,3
3703,,Montreal-Est,,3
3704,PA,Aliquippa,False,3
3705,,Mentor-on-the-Lake,True,3
3706,,Southeast Calgary,False,3
3707,OH,Maple Heights,True,3
3708,,Henryville,,3
3709,,Godmanchester,,3
3710,QC,Sainte-Geneviève,False,3
3711,PA,Sharpsburg,True,3
3712,,Somerton,,3
3713,QC,Henryville,,3
3714,,Sainte-Geneviève,,3
3715,,Moon Township,True,3
3716,AZ,Maricopa,,3
3717,,Township of Concord,False,3
3718,QC,Mont St-hilaire,False,3
3719,,McMasterville,False,3
3720,,Sharon,False,3
3721,QC,Saint-Lambert,True,3
3722,,North Braddock,,3
3723,,Roxboro,,3
3724,QC,Les Cèdres,False,3
3725,,"Laval, Ste Dorothee",False,3
3726,,Church Cove,False,3
3727,,Henryville,False,3
3728,PA,Plum Boro,False,3
3729,QC,Brownsburg-Chatham,,3
3730,QC,Sainte-thérèse,,3
3731,QC,Les Coteaux,,3
3732,,Farnham,,3
3733,AB,Rocky View County,False,3
3734,,Saint-laurent,False,3
3735,CON,Church Cove,,3
3736,PA,Plum Boro,,3
3737,,Mont St-hilaire,,3
3738,,Ste-Dorothée,False,3
3739,,LaSalle,True,3
3740,QC,Lacolle,False,3
3741,,McMasterville,,3
3742,,Maple Heights,True,3
3743,,Belœil,,3
3744,,Mansfield,False,3
3745,,Halton Hills,True,3
3746,,Lacolle,False,3
3747,,Southeast Calgary,,3
3748,QC,Ste-Therese-de-Blainville,,3
3749,QC,Roxboro,,3
3750,ON,Bond Head,,3
3751,,Morgan,False,3
3752,,Beeton,True,3
3753,PA,Moon Township,True,3
3754,,Saint-Basile-le-Grand,False,3
3755,,Deux-Montagnes,,3
3756,,St-Jean-sur-Richelieu,,3
3757,,Mt Lebanon,True,3
3758,QC,Old Port of Montreal,,3
3759,,Saint-Roch-de-l'Achigan,,3
3760,,Maricopa,False,3
3761,XGM,,False,3
3762,,Maricopa,,3
3763,,Sidney,,3
3764,,Lavaltrie,False,3
3765,QC,Godmanchester,False,3
3766,QC,Saint-Roch-de-l'Achigan,,3
3767,QC,LaSalle,True,3
3768,,Sun Praiie,,3
3769,QC,Godmanchester,,3
3770,QC,St-Clet,,3
3771,,Church Cove,,3
3772,NV,Summerlin South,False,3
3773,AL,,False,3
3774,OH,Richmond Height,False,3
3775,,Plum Boro,,3
3776,PA,Robinson Twp.,True,3
3777,OH,Mayfield,True,3
3778,,Summerlin South,False,3
3779,QC,La Prairie,True,3
3780,WI,Sun Praiie,False,3
3781,,Aliquippa,,3
3782,,St. Léonard,,3
3783,QC,Saint-Basile-le-Grand,,3
3784,,Mansfield,,3
3785,QC,St. Léonard,,3
3786,,"Chomedey, Laval",,3
3787,QC,Blainville,True,3
3788,,Brownsburg-Chatham,False,3
3789,PA,Port Vue,False,3
3790,QC,Farnham,,3
3791,,Côte Saint-Luc,,3
3792,,Aliquippa,False,3
3793,QC,Saint-Roch-de-l'Achigan,False,3
3794,PA,Port Vue,,3
3795,,Farnham,False,3
3796,ON,Bond Head,False,3
3797,BC,Richmond Hill,False,3
3798,,Clark,,3
3799,,Ange-Gardien,,3
3800,PA,Oakland,True,3
3801,QC,Les Cèdres,,3
3802,,Lavaltrie,,3
3803,QC,St-Jean-sur-Richelieu,,3
3804,AB,Southeast Calgary,False,3
3805,AB,Southeast Calgary,,3
3806,BC,,False,3
3807,,Saint-laurent,,3
3808,QC,Anjou,True,2
3809,,Blawnox,True,2
3810,ON,Caledon,True,2
3811,AZ,Sun City West,True,2
3812,QC,Kirkland,True,2
3813,,Côte Saint-Luc,False,2
3814,,Saint Laurent,True,2
3815,WI,Windsor,True,2
3816,,Elizabeth,True,2
3817,PA,Aspinwall,True,2
3818,NY,,True,2
3819,,Windsor,True,2
3820,AB,Rocky View,True,2
3821,,solon,True,2
3822,,Saint-Hubert,True,2
3823,QC,Rigaud,True,2
3824,,Cheswick,True,2
3825,,Ranlo,True,2
3826,,Trafford,True,2
3827,QC,"Laval, Pont Viau",False,2
3828,,Youngtown,True,2
3829,,Rouses Point,True,2
3830,QC,Saint-Eustache,True,2
3831,,Harrison City,True,2
3832,PA,Elizabeth,True,2
3833,PA,Lower burrell,True,2
3834,,Avalon,True,2
3835,OH,Northfield Center,True,2
3836,PA,Upper Saint Clair,True,2
3837,,Robinson Township,True,2
3838,PA,Presto,True,2
3839,OH,solon,True,2
3840,PA,Blawnox,True,2
3841,,Northfield Center,True,2
3842,,Aspinwall,True,2
3843,PA,Mt. Lebanon,True,2
3844,OH,Richfield,True,2
3845,,Ravenna,True,2
3846,IL,Saint Joseph,True,2
3847,,kirtland,True,2
3848,PA,springdale,True,2
3849,,Upper Saint Clair,True,2
3850,OH,Ravenna,True,2
3851,,L'Île-Perrot,True,2
3852,,Kirtland,True,2
3853,,Rocky View,True,2
3854,PA,Robinson Township,True,2
3855,PA,Harmarville,True,2
3856,NY,Rouses Point,True,2
3857,PA,Harrison City,True,2
3858,,Presto,True,2
3859,,Harmarville,True,2
3860,,Richfield,True,2
3861,QC,Saint-Hubert,True,2
3862,,Saint-Eustache,True,2
3863,OH,Kirtland,True,2
3864,QC,Mascouche,True,2
3865,,"Laval, Pont Viau",False,2
3866,NC,Ranlo,True,2
3867,,Rigaud,True,2
3868,,springdale,True,2
3869,PA,Trafford,True,2
3870,,Kirkland,True,2
3871,,Caledon,True,2
3872,AZ,Youngtown,True,2
3873,PA,Cheswick,True,2
3874,,Saint Joseph,True,2
3875,NC,Cramerton,True,2
3876,,Anjou,True,2
3877,QC,Saint Laurent,True,2
3878,,Sun City West,True,2
3879,PA,Avalon,True,2
3880,OH,kirtland,True,2
3881,,Mt. Lebanon,True,2
3882,QC,L'Île-Perrot,True,2
3883,,Lower burrell,True,2
3884,QC,Côte Saint-Luc,False,2
3885,,Cramerton,True,2
3886,,Mascouche,True,2
3887,,Châteauguay,True,1
3888,,Grafton,True,1
3889,,Scottdale,True,1
3890,,Mont-Saint-Grégoire,True,1
3891,ON,Etibicoke,True,1
3892,PA,Heidelberg,True,1
3893,,St-Jerome,True,1
3894,QC,"Laval, Pont Viau",True,1
3895,,Medina Township,True,1
3896,ON,Clarkson,True,1
3897,NC,Midland,True,1
3898,AZ,Apache Junction,True,1
3899,OH,Copley,True,1
3900,,St Leonard,True,1
3901,PA,South Park,True,1
3902,,East Gwillimbury,True,1
3903,,South Park,True,1
3904,,Westport,True,1
3905,QC,Greenfield Park,True,1
3906,,Etibicoke,True,1
3907,,Clarkson,True,1
3908,,Belleville,True,1
3909,,Mint  Hill,True,1
3910,,Fairport Harbor,True,1
3911,AB,Rocky View No. 44,True,1
3912,OH,Bath,True,1
3913,OH,Orange,True,1
3914,,Prévost,True,1
3915,QC,Rosemère,True,1
3916,PA,Indianola,True,1
3917,,Kennedy Township,True,1
3918,,Baldwin,True,1
3919,OH,Grafton,True,1
3920,,Norton,True,1
3921,PA,Allentown,True,1
3922,,Montréal-Nord,True,1
3923,PA,Upper St Clair,True,1
3924,AZ,Glendale Az,True,1
3925,,Mirabel,True,1
3926,,Glendale Az,True,1
3927,,Rocky View No. 44,True,1
3928,,Côte Saint-Luc,True,1
3929,,Blakeney,True,1
3930,NC,Mint  Hill,True,1
3931,AZ,Phx,True,1
3932,,Greenfield Park,True,1
3933,PA,Squirrel Hill,True,1
3934,QC,Châteauguay,True,1
3935,NC,Westport,True,1
3936,,South Park Township,True,1
3937,WI,De Forest,True,1
3938,,Lower Burrell,True,1
3939,QC,St-Leonard,True,1
3940,QC,Chambly,True,1
3941,OH,East Cleveland,True,1
3942,,Bath,True,1
3943,PA,Baldwin,True,1
3944,,Allentown,True,1
3945,,Stanley,True,1
3946,ON,Uxbridge,True,1
3947,,La Salle,True,1
3948,,Mont-Saint-Hilaire,True,1
3949,PA,Glassport,True,1
3950,,Thornhil,True,1
3951,,Jefferson Hills,True,1
3952,,Mckees Rocks,True,1
3953,OH,Sagamore Hills,True,1
3954,AB,Midnapore,True,1
3955,QC,Pointe-Aux-Trembles,True,1
3956,OH,Garfield Heights,True,1
3957,,Midnapore,True,1
3958,PA,Turtle Creek,True,1
3959,,Phx,True,1
3960,OH,Medina Township,True,1
3961,,De Forest,True,1
3962,,Uxbridge,True,1
3963,PA,Regent Square,True,1
3964,QC,St-Benoît de Mirabel,True,1
3965,QC,Saint-Henri,True,1
3966,PA,Plum,True,1
3967,,Delson,True,1
3968,,Chambly,True,1
3969,PA,Lower Burrell,True,1
3970,PA,Shaler Township,True,1
3971,,St-Benoît de Mirabel,True,1
3972,PA,Jefferson Hills,True,1
3973,,Downtown,True,1
3974,,Glen Williams,True,1
3975,PA,Lower Lawrenceville,True,1
3976,OH,Norton,True,1
3977,,"Laval, Pont Viau",True,1
3978,,Cottage Grove,True,1
3979,WI,Belleville,True,1
3980,,Apache Junction,True,1
3981,QC,La Salle,True,1
3982,,Brookline,True,1
3983,,Squirrel Hill,True,1
3984,SC,Ft. Mill,True,1
3985,,Springdale,True,1
3986,WI,Brooklyn,True,1
3987,NC,Stanley,True,1
3988,,Midland,True,1
3989,QC,Mirabel,True,1
3990,OH,Grand River,True,1
3991,,Sagamore Hills,True,1
3992,AZ,Scottdale,True,1
3993,,Indianola,True,1
3994,AB,Sainte-Adèle,True,1
3995,,Regent Square,True,1
3996,NM,Las Vegas,True,1
3997,,Heidelberg,True,1
3998,PA,Downtown,True,1
3999,NC,Blakeney,True,1
4000,OH,Warrensville Hts.,True,1
4001,WI,Cottage Grove,True,1
4002,,Rosemère,True,1
4003,NM,,True,1
4004,ON,East Gwillimbury,True,1
4005,PA,South Park Township,True,1
4006,QC,Delson,True,1
4007,QC,Côte Saint-Luc,True,1
4008,,Plum,True,1
4009,QC,Mont-Saint-Grégoire,True,1
4010,,Warrensville Hts.,True,1
4011,,Shaler Township,True,1
4012,,Lower Lawrenceville,True,1
4013,PA,Springdale,True,1
4014,,Grand River,True,1
4015,,Pointe-Aux-Trembles,True,1
4016,,Glassport,True,1
4017,,Shadyside,True,1
4018,,Upper St Clair,True,1
4019,,East Cleveland,True,1
4020,,Saint-Henri,True,1
4021,,Sunrise Manor,True,1
4022,,Venetia,True,1
4023,QC,Baie-d'Urfe,True,1
4024,QC,St Leonard,True,1
4025,QC,St-Jerome,True,1
4026,,Baie-d'Urfe,True,1
4027,NV,Sunrise Manor,True,1
4028,QC,Mont-Saint-Hilaire,True,1
4029,PA,Mckees Rocks,True,1
4030,,Orange,True,1
4031,OH,Concord,True,1
4032,ON,Thornhil,True,1
4033,PA,White Oak,True,1
4034,,Copley,True,1
4035,PA,Shadyside,True,1
4036,,Garfield Heights,True,1
4037,ON,Glen Williams,True,1
4038,OH,Fairport Harbor,True,1
4039,QC,Prévost,True,1
4040,,Turtle Creek,True,1
4041,PA,Venetia,True,1
4042,,St-Leonard,True,1
4043,,Ft. Mill,True,1
4044,QC,Montréal-Nord,True,1
4045,PA,Brookline,True,1
4046,PA,Kennedy Township,True,1
4047,,White Oak,True,1
